id	mission_time	comms	speaker
29041	350035	Okay, Mike. I'd like to copy a NOUN 20 again, 06 NOUN 20. Be on my Mark.	CDR
29042	350047	Standing by for your Mark.	CMP
29043	350049	3, 2, 1; stand by. Take it again.	CDR
29044	350058	Okay.	CMP
29045	350059	3, 2, 1.	CDR
29046	350062	MARK.	CDR
29047	350064	Okay, I read plus 11154, plus 20792, plus 00230. Over.	CMP
29048	350078	I get - You get 11154, 20792, 00230.	CDR
29049	350088	That's correct.	CMP
29050	350106	Eagle, Houston. I -	CC
29051	350107	Okay, Houston. Did you copy -	CDR
29052	350110	Eagle, Houston. We have the angles. I'll read them back. Over. For the command module, 11154, 20792, 00230. For the LM, 18995, 02852, 35863. Over.	CC
29053	350134	That's correct for Eagle and command module.	CDR
29054	350136	Roger.	CC
29055	350142	Did you get the time? Was 97 14 20.	CDR
29056	350145	Roger. Copy, Eagle. Out.	CC
29057	350228	Columbia and Eagle: LOS for both spacecrafts 97 32, AOS 98 18. Houston, out.	CC
29058	350495	Eagle,Houston. We have your gyro torquing angles if you're ready to copy. Over.	CC
29059	350507	Roger. We're ready to copy.	CDR
29060	350519	Roger. Eagle. For X minus 00060, Y plus 00620, Z plus 01080. Over.	CC
29061	350554	Understand. X minus 00060, Y plus 00620, Z plus 01080.	CDR
29062	350570	Roger, Eagle. Good readback. Out.	CC
29063	350658	Houston, this is Eagle. Do you want us to go ahead and do a VERB 42 at this time?	CDR
29064	350668	Stand by. That's affirmative, Eagle. We'd like you to go ahead and fine align. Over.	CC
29065	350677	Okay.	CDR
29066	350688	Houston, Eagle, LMP. How do you read? Over.	LMP
29067	350689	Roger. Five by, Buzz. How me? Over.	CC
29068	350694	Loud and clear. I'm going to be going through an ascent battery check. You want to check my BIOMED's briefly? Over.	LMP
29069	350701	Roger. Go ahead.	CC
29070	350717	Eagle, Houston. We got a good BIOMED on you, Buzz. Over.	CC
29071	350726	Okay. Let me know where it ought to be at this point.	LMP
29072	350729	Roger. You can stay there at that point. When we go LOS, we'd like you to go off on the BIOMED. Over.	CC
29073	350739	Roger.	LMP
29074	350753	Do you copy those angles, Houston - torquing angles?	CDR
29075	350757	Roger. They're correct. You can torque. Over.	CC
29076	350863	Apollo 11, Houston. We have about 4 minutes LOS. That makes A0S 98 18. Over.	CC
29077	350874	Eagle. Roger.	CDR
29078	350878	Columbia. Roger.	CMP
29079	350911	Eagle, Columbia.	CMP
29080	350919	Columbia, Eagle. Go ahead.	CDR
29081	350921	Roger. The capture latch is in the probe or engaged in the drogue. Would you like to set them from your side?	CMP
29082	350931	Roger. Stand by.	CDR
29083	350937	Houston, Eagle. ED battery A is 37.0 and battery B is 36.9. Over.	LMP
29084	350944	Roger. Copy both of those, Buzz. Out.	CC
29085	350960	Eagle, Houston. We looked at the E memory. It's GO. Over.	CC
29086	350966	Roger. E memory GO.	LMP
29087	350981	Mike, the capture latches look good.	CDR
29088	350984	Thank you.	CMP
29089	350994	Eagle, Houston. We'd like you to go to the OMNI antenna, and next AOS, we'd like you to be in forward. Over.	CC
29090	351006	Roger. Going to - which 0MNI do you want now, aft?	LMP
29091	351020	Eagle, Houston. We'd like aft now and forward at AOS. Over.	CC
29092	351027	Roger.	LMP
29093	351065	Apollo 11, Houston. Thirty seconds to LOS. Both spacecraft looking good going over the hill. Out.	CC
29094	353901	Apollo 11, Houston. We're standing by. Over.	CC
29095	353950	Columbia, Houston. Do you read? Over.	CC
29096	353970	Eagle, Houston. Do you read? Over.	CC
29097	354019	Columbia, Houston. Over.	CC
29098	354053	Eagle, Houston. No voice. Will you verify forward OMNI? Over.	CC
29099	354118	Columbia, Houston. We have no voice with Eagle. Would you please verify that Eagle is on forward 0MNI. Over.	CC
29100	354156	Columbia, Houston. Over.	CC
29101	354190	Eagle, Houston. Over.	CC
29102	354196	Houston, Eagle. Go ahead.	LMP
29103	354197	Roger. Are you reading me, Buzz? Over.	CC
29104	354202	Roger. I've got you now. I fed in those angles for the S band but I couldn't get a lockon because the antenna would be looking through the LM in order to reach the Earth. Over.	LMP
29105	354221	Roger. We copied in the P22 attitude that you will not be able to get a high gain lockon. We have a DAP data load, if you're ready to copy. Over.	CC
29106	354245	Roger. Ready to copy.	LMP
29107	354247	Okay. LM weight 33627, CSM weight 36651, pitch trim 00470, roll trim 00589. Over.	CC
29108	354274	Roger. LM weight 33627, CSM weight 36651, pitch trim 00470, roll trim 00589. Over.	LMP
29109	354289	Roger, Buzz. That's a good readback. You're about two by with these OMNI's in this configuration; we won't have very good COMM until we get through with the P22. Over.	CC
29110	354302	Roger. Understand.	LMP
29111	354313	Eagle, Houston. Would you select S band voice to VOICE. Over.	CC
29112	354357	Houston, Columbia. Downvoice backup. Do you read?	CMP
29113	354359	Roger. We read you. Columbia, did you call? Over.	CC
29114	354366	Affirmative. Downvoice backup. How do you read me?	CMP
29115	354368	Roger. Better, Mike. We're reading you now about four by. No voice at all with you earlier. Let's stay in this configuration. Eagle, are you in VOICE mode? Over.	CC
29116	354382	Roger. Eagle is in VOICE mode. How do you read? Over.	LMP
29117	354385	Roger. You're about three by now, Buzz. We're satisfied with this COMM configuration. Let's stay with where we are. Over.	CC
29118	354396	Houston, Columbia is in OMNI Charlie downvoice backup, and if you get a chance, would you look up the coordinates of 130 for me, please? I have been - conflicting information between my cue card and my flight plan. I'd like to know which coordinate values you want me to use.	CMP
29119	354411	Roger. Stand by.	CC
29120	354427	Houston, Eagle. Completed gear extension okay.	LMP
29121	354466	Columbia, Houston. We're satisfied with what you already have loaded in P22 for these coordinates. Over.	CC
29122	354476	Thank you, Houston.	CMP
29123	354540	Columbia, Houston. The coordinates you have loaded in P22 are - we have - are Site 130 prime. Do you concur? Over.	CC
29124	354557	I have the coordinates loaded on the cue card which are for crater 130.	CMP
29125	354603	Columbia, Houston. We made an error on those coordinates. We'd like you to load for latitude	CC
29126	354690	Okay, Houston.	CMP
29127	354786	Eagle, Houston. Could you give us an idea where you are in the activation? Over.	CC
29128	354793	Roger. We're just sitting around waiting for something to do. We need a state vector, a REFSMMAT, a reading on the AGS. And we need you to watch our DAP load, give a voice check, and throttle check. Over.	LMP
29129	354814	Roger. Eagle, we'll have the state vectors and the REFSMMAT as soon as we get the high gain. Over. It will be about another 10 minutes or so before we get throug the P22, and when we maneuver to attitude and get the high gain, we'll have the updates for you. Over.	CC
29130	354836	Roger. We'll go ahead with the DAP and throttle ... check if you don't have the gimble drive check, okay?	LMP
29131	354844	Roger. Understand you're going to the DAP throttle check. That's affirmative.	CC
29132	354932	Houston, Columbia. These T1 and T2 times are still good, aren't they?	CMP
29133	354937	Say again. Over.	CC
29134	354942	I say the T1 and T2 times remain unchanged, don't they?	CMP
29135	354951	That's affirmative. Over.	CC
29136	354955	Thank you.	CMP
29137	355078	Houston, Eagle.	LMP
29138	355081	Go ahead, Eagle. Over.	CC
29139	355085	Roger. In the first of - on page 47, step 1, we had the guidance control in PGNS and mode control PGNS AUTO and, of course, the circuit breakers are not in on the thrusters yet. So when we started through the DAP and proceeded on NOUN 46 - and we're looking at NOUN 47 now,	LMP
29140	355131	Roger. Stand by.	CC
29141	355153	Eagle, Houston. You are correct. The lights are there and the flags because we haven't closed the breakers yet. Over.	CC
29142	355163	Roger.	LMP
29143	355202	And Houston, Eagle. Are you going to use the high gain before you can look at our GDA position indicator?	CDR
29144	355212	Stand by.	CC
29145	355235	Eagle, Houston. We can see all the throttle data - -	CC
29146	355237	I can give high ...	MS
29147	355240	Go ahead. Over.	CC
29148	355247	Negative. We have all the throttle data we need. You can stay low bit rate. You can proceed through the throttle test, but do not do the gimbal trim. Over. Repeat, do not do the gimbal trim.	CC
29149	355261	Roger. Understand.	CDR
29150	355343	AUTO optics are pointed just a little bit north of crater 130.	CMP
29151	355349	Roger. Copy, Columbia, Out.	CC
29152	355353	...	CMP
29153	355455	Houston, Eagle. We are ready to pressurize the RCS. Over.	LMP
29154	355461	Stand by.	CC
29155	355480	Eagle, Houston. You can go ahead with your RCS pressurizaLion, but we would like to hold off on RCS checkout until we get the high bit rate. Over.	CC
29156	355492	Roger.	LMP
29157	355494	And Eagle, Houston. Have you deployed the landing gear yet? Over.	CC
29158	355499	That's affirmative. The landing gear is out and ...	LMP
29159	355504	Roger.	CC
29160	355555	Houston, Columbia. I've completed my marks. I've gone ACCEL COMMAND in all three axes to prevent that thruster firing that last time.	CMP
29161	355563	Roger.	CC
29162	355609	Houston, Columbia. Say again on the necessary data on the downlink. Let me know and I'll proceed.	CMP
29163	355615	Columbia, stand by on the NOUN 49. Over.	CC
29164	355620	Standing by, Houston.	CMP
29165	355638	Columbia, Houston. We got your NOUN 49; you can proceed. Over.	CC
29166	355643	Roger.	CMP
29167	355658	Colum - correction, Eagle, Houston. We see the MASTER ARM, you can go ahead and press. We see the press now. Over.	CC
29168	355669	Roger. Looks good.	LMP
29169	355671	Roger, Buzz. If you've got - would like, I've got your AGS abort constants. Over.	CC
29170	355681	Ready to copy.	LMP
29171	355683	Roger. For your AGS address 224, plus 60267; 225, plus 58148; 226, plus 70312; 227, minus 50031. Over.	CC
29172	355715	Roger. 224, plus 60267; 225, plus 58148; 226, plus 70312; 227, minus 50031. Over.	LMP
29173	355732	Roger. Good readback. Out.	CC
29174	355759	Eagle, Columbia. My P22 is complete. I'm continuing this maneuver to AGS CAL attitude.	CMP
29175	355765	Roger. Fine. We copy.	CC
29176	355768	Roger.	LMP
29177	355770	Eagle, Columbia. Your high gain angles are - Corrected - Eagle, Houston. Your high gain angles are 165 pitch, yaw 66. Over.	CC
29178	355787	Roger. ...	LMP
29179	355816	Stand by about another ...	LMP
29180	355873	Houston, Eagle. I think I've got you on the high gain antenna now. AGS are go.	LMP
29181	355896	Columbia, Houston. If you go to REACQ on the high gain, we can acquire you now. Over.	CC
29182	355944	Eagle, Houston. We got some loads for you if you'll give us P00 and DATA. Over.	CC
29183	355952	You've got P00 and DATA.	LMP
29184	355955	Roger. We've got both of you on the high gains now. It sounds great now. Over.	CC
29185	355963	Copy. Roger.	CMP
29186	355966	Columbia, Houston. I have a SEP PAD if you're ready to copy. Over.	CC
29187	355974	Stand by one.	CMP
29188	355998	Ready to copy.	CMP
29189	355999	Roger, Mike. SEP PAD, RCS/G&N: NOUN 47 and NOUN 48 are NA, NOUN 33, 100 395 000, N0UN 81 is NA, roll 000 007 000. Rest of PAD is NA.	CC
29190	356038	SEP, RCS/G&N at a TIG of 100 39 50: roll 0, pitch 007, yaw 0. Over.	CMP
29191	356048	Roger. Good readback.	CC
29192	356089	Houston, Eagle. Are you ready for us to start the RCS checkout now?	CDR
29193	356103	As soon as we finish the uplink. Stand by one. Over.	CC
29194	356111	Okay.	CDR
29195	356145	Houston, Columbia. Comment on P22. Worked just fine. The crater I marked on is a small crater down inside crater 130 as described by John Young.	CMP
29196	356157	Roger. We copy.	CC
29197	356166	Eagle, Houston. On our load - during our load, we had to do a VERB 96 to stop integration. We're going to start over again on this load. Over.	CC
29198	356179	Eagle. Roger.	CDR
29199	356182	And, Eagle, here. I have read out address in the AGS 404, 405 and 406, and I had believed that 405 and 406 would both be all zeros, and I would propose maybe that I reset them to zero. I realize that 404 should be a negative number, and it is minus 13495. Over.	LMP
29200	356211	Roger. Copy.	CC
29201	356243	Eagle, Housten. Over.	CC
29202	356248	Go ahead.	LMP
29203	356251	Buzz, we've got - The only thing we're missing here is the drift check. After we finish our load, we'd like you to do the drift check with Columbia. Over.	CC
29204	356264	GO.	CDR
29205	356285	Eagle, Houston. The 404, 405, 406 look fine to us. Over.	CC
29206	356298	Roger. I am going to be setting them up to zero for the undocking. The question is do you want me to reset 404, 405, 406 back to the numbers that they are now, or can I leave them zero? I intend to set 404 to a minus 13495. Over.	LMP
